MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
1.3063535880900798,1.8226207660843616,0.6220126529981382,0.3892060838099546,-1.1288973672625755,-0.47275262748061103,1.0301533811742494,-1.31571988027259,3.413
0.09133891500144904,1.8226207660843616,1.0655872347819428,0.5110072423604302,-1.117819244183951,-1.0527132860080013,1.0301533811742494,-1.31571988027259,3.422
0.22021742615437545,1.8226207660843616,-0.3861189619447528,0.8533418018926069,-1.3583727738912297,-1.1185001322617905,1.0301533811742494,-1.31571988027259,2.697
-0.035172991801869426,1.8226207660843616,-0.2235405538002767,-1.458638891537824,-0.28062965724217176,-1.1366860415513405,1.0254622898766512,-1.31571988027259,2.992
-0.3996976789085982,1.8226207660843616,-0.3518659447947092,0.21860626349709905,-0.18092654953454965,-1.6749838280354354,1.0254622898766512,-1.31571988027259,2.414
-1.1026467880092388,1.0065559644519944,-0.8325953421160577,1.0662221162235432,-0.10337968798417692,-1.2973343531863832,1.0254622898766512,-1.3207355689473919,2.267
-0.013467849052609691,1.8226207660843616,-0.1866016486413438,-0.8689833499225263,0.44261352089089645,-1.0672697850099473,1.0254622898766512,-1.31571988027259,2.611
-0.3435077299221965,1.8226207660843616,0.2975792183043366,0.4885488427471019,-0.5718260353088775,-0.9226069206273008,1.0301533811742494,-1.3207355689473919,2.815
-0.29793369187546387,1.8226207660843616,-0.3757849693698704,-0.3477636844440734,0.3682318373629879,-1.2622726159058992,1.0301533811742494,-1.3207355689473919,2.418
-0.43012544911784095,1.8226207660843616,0.1495983393598957,-0.5254557523818052,-0.2742993011972434,-0.7920925113796168,1.0301533811742494,-1.3207355689473919,2.135
-0.701541159384287,1.8226207660843616,-1.113462165365933,0.7633650273571808,-1.4659888266550123,-1.3671745639363753,1.0254622898766512,-1.3207355689473919,1.913
-1.213336254303751,1.8226207660843616,-0.8624034662609639,-0.5731802315240198,-0.09388415391678434,-1.4113585229072416,1.0301533811742494,-1.3207355689473919,1.592
-1.0724894868685226,1.6594078057578883,-0.8819598140811874,0.3726607166432213,-0.9089174947013141,-0.3268338313347344,1.0301533811742494,-1.3207355689473919,1.4
-0.6329772505127932,1.8226207660843616,0.7387314956305269,0.013844521340484351,-0.7569889496230329,-0.713573082786652,1.0301533811742494,-1.3257512576221866,1.525
-1.0757351156908417,1.8226207660843616,-1.063035910630642,-1.221240856707683,-0.9864643562516869,-1.1205297391262226,1.0301533811742494,-1.3257512576221866,1.555
-1.1630290075578027,1.6594078057578883,0.16967691116130248,0.5844636047320667,-0.4452189144103098,-0.7657994108981917,1.0254622898766512,-1.3207355689473919,1.587
-0.7490760981778374,1.8226207660843616,0.285969548150356,0.5498064477750512,-0.9199956177799388,-0.5342405253725816,1.0254622898766512,-1.3257512576221866,1.629
-1.591249160302547,0.8433430041255209,-0.6129777899604317,0.9263277451768391,-1.364703129936158,-0.6058268179870796,1.0301533811742494,-1.3257512576221866,1.475
-1.3507345411152651,1.0065559644519944,-0.6568617286619005,-0.6786352712852103,-0.5417568440954678,-0.4880933712362356,1.0301533811742494,-1.3257512576221866,1.598
-1.3429585553951253,1.8226207660843616,-0.06661628188899137,1.2811065339320689,-0.4056541891295074,-1.1445570574111055,1.0254622898766512,-1.3257512576221866,1.139
-1.0348942863433248,1.8226207660843616,0.026597875345561944,-0.15948435180175619,-0.662033608949107,-0.35142014731094134,1.0254622898766512,-1.3257512576221866,0.997
-0.7513074679931818,1.8226207660843616,0.09945655191030676,-0.1804086014870301,-0.41989749023059625,-0.7323800271803187,1.0254622898766512,-1.3257512576221866,1.326
-0.8839725461054805,0.9249494842887577,-0.6400009490304286,-0.20973753178485327,-1.510301318969511,-0.28930578279483093,1.0301533811742494,-1.3307669462969882,1.075
-0.8461744937788875,1.5778013255946515,-0.4182286396980393,-0.40246616481039105,-1.0513505057122028,-0.48572340092016547,1.0301533811742494,-1.3307669462969882,0.938
-1.2868362236758553,1.8226207660843616,-0.36778551119623754,0.19779819458155368,-0.26796894515231495,-0.11213720617463545,1.0301533811742494,-1.3307669462969882,1.055
-1.398810418045869,1.6594078057578883,-0.7298681530627207,-0.11019649370555262,-0.22207386382658417,-0.720931642898785,1.0254622898766512,-1.3307669462969882,1.089
-1.3683150305694942,1.8226207660843616,-0.44191865119558565,-0.23031752610757136,-1.3868593760934074,-0.47205332343097184,1.0254622898766512,-1.3307669462969882,1.32
-1.2061012067206642,1.5778013255946515,-0.09283076743993039,2.051546511074472,-0.6462077188367861,-0.891926204896885,1.0254622898766512,-1.3307669462969882,1.223
-1.1830437186287714,1.8226207660843616,-0.2711164501045149,0.6571048957510094,-0.16351807041099659,-0.31358087715237815,1.0254622898766512,-1.3307669462969882,1.152
-1.2943417403274684,1.496194845431415,0.545580431191839,2.633938507627294,-0.3882457100059543,0.3418384790354081,1.0254622898766512,-1.3257512576221866,1.104
-1.5796189903559028,1.5778013255946515,-0.12948921558536539,0.9874926911336593,-0.8187099210610846,-0.8781194174955609,1.02077119857905,-1.3257512576221866,1.049
-0.6632021689206409,1.741014285921125,-0.18523923494647515,0.35635053593230254,-0.02108505940010789,-0.7907298319327154,1.02077119857905,-1.3257512576221866,1.097
-1.5044962065726388,1.5778013255946515,-0.5383235113928915,0.3151458688731408,-1.1099062991277904,-1.0881242978898393,1.02077119857905,-1.3257512576221866,0.972
-1.7674597584476284,1.496194845431415,-0.3423550688071838,1.6346041412454646,-0.4499666814440061,-0.3285968940178169,1.02077119857905,-1.3257512576221866,1.045
-1.55575009505843,1.8226207660843616,-1.3527913641351816,-1.2099252558688565,-0.5860693364099664,-0.9668378348607795,1.02077119857905,-1.3307669462969882,1.039
-0.15627551723465583,1.8226207660843616,-0.3902982670565452,0.3117954893913927,-0.9215782067911709,-0.9762673850606275,1.02077119857905,-1.3207355689473919,1.914
-0.7582044292406103,1.8226207660843616,-1.5964239671841096,-0.30561783292111705,0.1672430329365116,-1.3739957926619575,1.02077119857905,-1.3207355689473919,1.76
-1.0908813835283317,1.8226207660843616,-0.9079671984818466,0.20244588868570756,-0.514852830904522,-0.7148924084359118,1.02077119857905,-1.3207355689473919,1.554
-1.81627942531668,1.5778013255946515,-1.3307252847264182,0.32427520978903085,-1.280825912340857,-0.6365451759962597,1.0254622898766512,-1.3207355689473919,1.188
0.17119490748392854,1.8226207660843616,-0.3514335923869783,-0.4133755362144793,-1.2729129672846964,-0.7724185401058327,1.0254622898766512,-1.3207355689473919,1.888
-0.4723862410751226,1.8226207660843616,-0.21411120735691402,0.26787339125390386,-0.9674732881169017,-0.9279995637961649,1.02077119857905,-1.3207355689473919,1.844
-0.6993774068360741,1.8226207660843616,-0.793479857830996,0.790320893905499,-0.8756831254654401,-1.5304554944775317,1.02077119857905,-1.3207355689473919,1.823
-1.139430581328857,1.6594078057578883,-1.3993180703445893,0.17892649257559645,-1.037107204611114,-1.2982442526041786,1.02077119857905,-1.3207355689473919,1.425
-1.866586672062628,0.8433430041255209,-1.2089568852708907,2.601361067733646,-1.3425468837789087,-0.3211391388683776,1.0160801072814518,-1.3207355689473919,1.875
-1.3091499218293001,0.8433430041255209,-2.3668303641185022,0.2720097330455897,-0.9041697276676178,-1.357872888401491,1.0160801072814518,-1.3257512576221866,1.125
-1.4920546294204153,1.0881624446152312,-0.5503483379165508,1.1079180948931038,-0.3328550946128309,-0.37948746011328516,1.0160801072814518,-1.3257512576221866,0.938
